customer_id,recency_days,frequency,monetary,state,customer_segment,R_Score,F_Score,M_Score,rfm_cell,rfm_score,rfm_segment,aov,clv_estimate
CUST_01529,37,8,2773.66,Pennsylvania,Corporate,4,4,4,444,12,Champions,346.71,3744.44
CUST_01530,435,6,2707.59,Texas,Consumer,1,3,4,134,8,Hibernating,451.27,3655.25
CUST_01531,27,7,2990.07,Massachusetts,Consumer,4,4,4,444,12,Champions,427.15,4036.59
CUST_01532,51,7,3408.17,Texas,Consumer,3,4,5,345,12,Loyal Customers,486.88,4601.03
CUST_01533,130,9,1937.32,Texas,Corporate,2,5,3,253,10,At Risk,215.26,2615.38
CUST_01534,15,5,745.1899999999999,California,Consumer,5,2,1,521,8,Potential Loyalists,149.04,1006.01
CUST_01535,32,5,969.62,Colorado,Consumer,4,2,1,421,7,Potential Loyalists,193.92,1308.99
CUST_01536,161,8,1763.48,Illinois,Consumer,2,4,3,243,9,At Risk,220.44,2380.7
CUST_01537,14,8,2410.77,Texas,Consumer,5,4,4,544,13,Champions,301.35,3254.54
CUST_01538,57,5,1276.06,Ohio,Consumer,3,2,2,322,7,Promising,255.21,1722.68
CUST_01539,76,3,943.15,North Carolina,Consumer,3,1,1,311,5,Promising,314.38,1273.25
CUST_01540,164,6,2111.67,Pennsylvania,Consumer,2,3,3,233,8,At Risk,351.94,2850.75
CUST_01541,12,4,1461.3899999999999,Georgia,Corporate,5,1,2,512,8,Potential Loyalists,365.35,1972.88
CUST_01542,325,4,2177.21,Georgia,Consumer,1,1,3,113,5,Lost Customers,544.3,2939.23
CUST_01543,45,7,1186.17,New York,Consumer,3,4,2,342,9,Loyal Customers,169.45,1601.33
CUST_01544,254,5,2314.73,California,Consumer,1,2,4,124,7,Hibernating,462.95,3124.89
CUST_01545,227,9,5247.63,California,Small Business,1,5,5,155,11,Can't Lose Them,583.07,7084.3
CUST_01546,183,5,2704.56,Pennsylvania,Consumer,2,2,4,224,8,Customers Needing Attention,540.91,3651.16
CUST_01547,14,11,2613.31,Pennsylvania,Corporate,5,5,4,554,14,Champions,237.57,3527.97
CUST_01548,186,6,1565.52,California,Consumer,2,3,2,232,7,At Risk,260.92,2113.45
CUST_01549,32,2,1052.96,New York,Consumer,4,1,2,412,7,Potential Loyalists,526.48,1421.5
CUST_01550,610,2,374.95000000000005,California,Consumer,1,1,1,111,3,Lost Customers,187.48,506.18
CUST_01551,143,6,2101.42,Texas,Small Business,2,3,3,233,8,At Risk,350.24,2836.92
CUST_01552,198,8,3623.61,California,Consumer,2,4,5,245,11,At Risk,452.95,4891.87
CUST_01553,597,2,1753.04,Massachusetts,Corporate,1,1,3,113,5,Lost Customers,876.52,2366.6
CUST_01554,446,4,2151.34,California,Corporate,1,1,3,113,5,Lost Customers,537.84,2904.31
CUST_01555,35,4,1597.56,Illinois,Consumer,4,1,2,412,7,Potential Loyalists,399.39,2156.71
CUST_01556,6,8,1506.1499999999999,Georgia,Consumer,5,4,2,542,11,Champions,188.27,2033.3
CUST_01557,254,4,759.76,Texas,Consumer,1,1,1,111,3,Lost Customers,189.94,1025.68
CUST_01558,44,7,1647.54,Illinois,Consumer,3,4,3,343,10,Loyal Customers,235.36,2224.18
CUST_01559,25,5,1096.71,California,Corporate,4,2,2,422,8,Potential Loyalists,219.34,1480.56
CUST_01560,142,8,1873.1000000000001,Colorado,Small Business,2,4,3,243,9,At Risk,234.14,2528.69
CUST_01561,43,9,2094.39,Washington,Consumer,4,5,3,453,12,Champions,232.71,2827.43
CUST_01562,31,9,1766.9,Ohio,Consumer,4,5,3,453,12,Champions,196.32,2385.32
CUST_01563,53,7,1419.63,Illinois,Corporate,3,4,2,342,9,Loyal Customers,202.8,1916.5
CUST_01564,17,7,1007.8499999999999,Pennsylvania,Consumer,5,4,1,541,10,Champions,143.98,1360.6
CUST_01565,19,5,3137.33,Illinois,Corporate,5,2,5,525,12,Potential Loyalists,627.47,4235.4
CUST_01566,126,6,1704.94,Georgia,Consumer,2,3,3,233,8,At Risk,284.16,2301.67
CUST_01567,41,5,2159.51,Washington,Consumer,4,2,3,423,9,Potential Loyalists,431.9,2915.34
CUST_01568,84,7,697.53,North Carolina,Consumer,3,4,1,341,8,Loyal Customers,99.65,941.67
CUST_01569,399,3,940.27,Ohio,Consumer,1,1,1,111,3,Lost Customers,313.42,1269.36
CUST_01570,199,6,2392.08,Colorado,Consumer,2,3,4,234,9,At Risk,398.68,3229.31
CUST_01571,18,6,2264.4,Texas,Consumer,5,3,4,534,12,Loyal Customers,377.4,3056.94
CUST_01572,52,7,1506.21,Massachusetts,Consumer,3,4,2,342,9,Loyal Customers,215.17,2033.38
CUST_01573,14,9,2957.06,New York,Corporate,5,5,4,554,14,Champions,328.56,3992.03
CUST_01574,15,6,1123.71,New York,Corporate,5,3,2,532,10,Loyal Customers,187.28,1517.01
CUST_01575,9,7,2397.1800000000003,North Carolina,Consumer,5,4,4,544,13,Champions,342.45,3236.19
CUST_01576,60,6,983.76,Georgia,Consumer,3,3,1,331,7,Loyal Customers,163.96,1328.08
CUST_01577,70,10,1939.5,Pennsylvania,Consumer,3,5,3,353,11,Loyal Customers,193.95,2618.33
CUST_01578,65,5,2318.61,California,Consumer,3,2,4,324,9,Promising,463.72,3130.12
CUST_01579,29,10,2052.56,California,Consumer,4,5,3,453,12,Champions,205.26,2770.96
CUST_01580,20,11,5265.31,Georgia,Consumer,5,5,5,555,15,Champions,478.66,7108.17
CUST_01581,21,9,3170.88,Pennsylvania,Consumer,4,5,5,455,14,Champions,352.32,4280.69
CUST_01582,3,9,3463.07,Colorado,Consumer,5,5,5,555,15,Champions,384.79,4675.14
CUST_01583,125,3,696.65,New York,Consumer,2,1,1,211,4,Customers Needing Attention,232.22,940.48
CUST_01584,12,4,546.89,Texas,Consumer,5,1,1,511,7,Potential Loyalists,136.72,738.3
CUST_01585,280,6,2266.31,California,Small Business,1,3,4,134,8,Hibernating,377.72,3059.52
CUST_01586,435,3,866.26,Colorado,Consumer,1,1,1,111,3,Lost Customers,288.75,1169.45
CUST_01587,74,5,547.04,Ohio,Consumer,3,2,1,321,6,Promising,109.41,738.5
CUST_01588,301,4,815.83,New York,Consumer,1,1,1,111,3,Lost Customers,203.96,1101.37
CUST_01589,89,6,1305.7,California,Consumer,3,3,2,332,8,Loyal Customers,217.62,1762.7
CUST_01590,49,4,615.28,Colorado,Corporate,3,1,1,311,5,Promising,153.82,830.63
CUST_01591,40,7,3421.7799999999997,Texas,Consumer,4,4,5,445,13,Champions,488.83,4619.4
CUST_01592,155,5,2492.65,Washington,Small Business,2,2,4,224,8,Customers Needing Attention,498.53,3365.08
CUST_01593,453,3,490.15999999999997,Ohio,Consumer,1,1,1,111,3,Lost Customers,163.39,661.72
CUST_01594,32,6,1858.2,New York,Consumer,4,3,3,433,10,Loyal Customers,309.7,2508.57
CUST_01595,38,8,3464.87,New York,Corporate,4,4,5,445,13,Champions,433.11,4677.57
CUST_01596,82,4,238.92,California,Consumer,3,1,1,311,5,Promising,59.73,322.54
CUST_01597,17,7,2555.8,Florida,Consumer,5,4,4,544,13,Champions,365.11,3450.33
CUST_01598,17,4,2319.4,New York,Consumer,5,1,4,514,10,Potential Loyalists,579.85,3131.19
CUST_01599,51,9,1885.53,New York,Consumer,3,5,3,353,11,Loyal Customers,209.5,2545.47
CUST_01600,33,6,1483.1599999999999,Ohio,Corporate,4,3,2,432,9,Loyal Customers,247.19,2002.27
CUST_01601,330,7,3606.94,Massachusetts,Consumer,1,4,5,145,10,Can't Lose Them,515.28,4869.37
CUST_01602,39,6,1388.36,Washington,Consumer,4,3,2,432,9,Loyal Customers,231.39,1874.29
CUST_01603,415,3,1319.91,Texas,Consumer,1,1,2,112,4,Lost Customers,439.97,1781.88
CUST_01604,55,5,1026.1,Florida,Consumer,3,2,1,321,6,Promising,205.22,1385.24
CUST_01605,23,6,896.83,Ohio,Consumer,4,3,1,431,8,Loyal Customers,149.47,1210.72
CUST_01606,68,8,3227.73,Massachusetts,Consumer,3,4,5,345,12,Loyal Customers,403.47,4357.44
CUST_01607,260,9,3924.08,North Carolina,Consumer,1,5,5,155,11,Can't Lose Them,436.01,5297.51
CUST_01608,82,3,690.55,New York,Corporate,3,1,1,311,5,Promising,230.18,932.24
CUST_01609,116,6,1002.78,Washington,Consumer,2,3,1,231,6,At Risk,167.13,1353.75
CUST_01610,89,5,1902.1,Washington,Consumer,3,2,3,323,8,Promising,380.42,2567.84
CUST_01611,17,9,2545.27,California,Corporate,5,5,4,554,14,Champions,282.81,3436.11
CUST_01612,36,7,2332.67,Colorado,Consumer,4,4,4,444,12,Champions,333.24,3149.1
CUST_01613,1,7,1735.72,Georgia,Consumer,5,4,3,543,12,Champions,247.96,2343.22
CUST_01614,65,5,1826.1399999999999,California,Consumer,3,2,3,323,8,Promising,365.23,2465.29
CUST_01615,18,4,1002.78,Pennsylvania,Consumer,5,1,1,511,7,Potential Loyalists,250.7,1353.75
CUST_01616,310,3,1547.98,Massachusetts,Consumer,1,1,2,112,4,Lost Customers,515.99,2089.77
CUST_01617,81,7,2542.53,Florida,Small Business,3,4,4,344,11,Loyal Customers,363.22,3432.42
CUST_01618,103,4,1366.76,Colorado,Consumer,2,1,2,212,5,Customers Needing Attention,341.69,1845.13
CUST_01619,160,10,4637.62,Texas,Consumer,2,5,5,255,12,At Risk,463.76,6260.79
CUST_01620,247,2,258.65,Ohio,Corporate,1,1,1,111,3,Lost Customers,129.32,349.18
CUST_01621,11,6,1563.99,Florida,Consumer,5,3,2,532,10,Loyal Customers,260.67,2111.39
CUST_01622,50,5,1412.22,Texas,Consumer,3,2,2,322,7,Promising,282.44,1906.5
CUST_01623,35,10,4326.09,Florida,Consumer,4,5,5,455,14,Champions,432.61,5840.22
CUST_01624,284,9,3092.65,Florida,Small Business,1,5,4,154,10,Can't Lose Them,343.63,4175.08
CUST_01625,87,6,3510.62,Texas,Consumer,3,3,5,335,11,Loyal Customers,585.1,4739.34
CUST_01626,95,7,2700.85,Pennsylvania,Consumer,2,4,4,244,10,At Risk,385.84,3646.15
CUST_01627,83,7,2405.96,Pennsylvania,Consumer,3,4,4,344,11,Loyal Customers,343.71,3248.05
CUST_01628,41,8,1659.8899999999999,Pennsylvania,Consumer,4,4,3,443,11,Champions,207.49,2240.85
CUST_01629,3,3,619.19,North Carolina,Consumer,5,1,1,511,7,Potential Loyalists,206.4,835.91
CUST_01630,263,5,951.72,Texas,Consumer,1,2,1,121,4,Hibernating,190.34,1284.82
CUST_01631,45,6,2094.95,Illinois,Corporate,3,3,3,333,9,Loyal Customers,349.16,2828.18
CUST_01632,279,4,1074.51,Texas,Consumer,1,1,2,112,4,Lost Customers,268.63,1450.59
CUST_01633,32,7,1636.78,Georgia,Consumer,4,4,3,443,11,Champions,233.83,2209.65
CUST_01634,226,5,1458.3899999999999,Florida,Corporate,1,2,2,122,5,Hibernating,291.68,1968.83
CUST_01635,32,12,3205.57,North Carolina,Small Business,4,5,5,455,14,Champions,267.13,4327.52
CUST_01636,538,3,936.0799999999999,Texas,Consumer,1,1,1,111,3,Lost Customers,312.03,1263.71
CUST_01637,57,5,2463.27,Florida,Consumer,3,2,4,324,9,Promising,492.65,3325.41
CUST_01638,59,8,4554.88,Ohio,Consumer,3,4,5,345,12,Loyal Customers,569.36,6149.09
CUST_01639,54,2,1279.05,California,Small Business,3,1,2,312,6,Promising,639.52,1726.72
CUST_01640,83,9,6035.57,Washington,Small Business,3,5,5,355,13,Loyal Customers,670.62,8148.02
CUST_01641,69,2,191.59,Texas,Consumer,3,1,1,311,5,Promising,95.8,258.65
CUST_01642,95,5,3755.5,North Carolina,Corporate,2,2,5,225,9,Customers Needing Attention,751.1,5069.92
CUST_01643,23,4,1288.6599999999999,North Carolina,Consumer,4,1,2,412,7,Potential Loyalists,322.16,1739.69
CUST_01644,1,4,259.51,Georgia,Consumer,5,1,1,511,7,Potential Loyalists,64.88,350.34
CUST_01645,301,6,1688.0,New York,Consumer,1,3,3,133,7,Hibernating,281.33,2278.8
CUST_01646,38,7,1070.53,Florida,Corporate,4,4,2,442,10,Champions,152.93,1445.22
CUST_01647,2,7,1522.94,Colorado,Consumer,5,4,2,542,11,Champions,217.56,2055.97
CUST_01648,88,7,3237.61,Texas,Corporate,3,4,5,345,12,Loyal Customers,462.52,4370.77
CUST_01649,46,6,1288.3400000000001,New York,Corporate,3,3,2,332,8,Loyal Customers,214.72,1739.26
CUST_01650,22,9,1941.74,Texas,Corporate,4,5,3,453,12,Champions,215.75,2621.35
CUST_01651,340,4,2898.4300000000003,New York,Consumer,1,1,4,114,6,Lost Customers,724.61,3912.88
CUST_01652,8,7,3135.21,California,Consumer,5,4,5,545,14,Champions,447.89,4232.53
CUST_01653,3,12,2944.51,California,Consumer,5,5,4,554,14,Champions,245.38,3975.09
CUST_01654,70,3,983.48,North Carolina,Consumer,3,1,1,311,5,Promising,327.83,1327.7
CUST_01655,38,5,1002.62,New York,Consumer,4,2,1,421,7,Potential Loyalists,200.52,1353.54
CUST_01656,234,6,1277.17,Florida,Small Business,1,3,2,132,6,Hibernating,212.86,1724.18
CUST_01657,33,6,1116.85,New York,Consumer,4,3,2,432,9,Loyal Customers,186.14,1507.75
CUST_01658,65,2,1192.68,Texas,Consumer,3,1,2,312,6,Promising,596.34,1610.12
CUST_01659,280,5,1275.24,California,Consumer,1,2,2,122,5,Hibernating,255.05,1721.57
CUST_01660,10,6,2923.3599999999997,Washington,Consumer,5,3,4,534,12,Loyal Customers,487.23,3946.54
CUST_01661,38,5,1722.3200000000002,Texas,Consumer,4,2,3,423,9,Potential Loyalists,344.46,2325.13
CUST_01662,127,3,710.9100000000001,New York,Consumer,2,1,1,211,4,Customers Needing Attention,236.97,959.73
CUST_01663,1,12,3790.76,Texas,Small Business,5,5,5,555,15,Champions,315.9,5117.53
CUST_01664,93,4,1774.5900000000001,Ohio,Consumer,2,1,3,213,6,Customers Needing Attention,443.65,2395.7
CUST_01665,371,3,572.24,North Carolina,Small Business,1,1,1,111,3,Lost Customers,190.75,772.52
CUST_01666,46,9,5149.4800000000005,Texas,Corporate,3,5,5,355,13,Loyal Customers,572.16,6951.8
CUST_01667,65,6,2174.53,Washington,Consumer,3,3,3,333,9,Loyal Customers,362.42,2935.62
CUST_01668,36,8,2103.88,North Carolina,Small Business,4,4,3,443,11,Champions,262.98,2840.24
CUST_01669,50,8,2204.67,Illinois,Consumer,3,4,3,343,10,Loyal Customers,275.58,2976.3
CUST_01670,48,5,1595.02,North Carolina,Corporate,3,2,2,322,7,Promising,319.0,2153.28
CUST_01671,33,7,2555.4300000000003,Florida,Consumer,4,4,4,444,12,Champions,365.06,3449.83
CUST_01672,12,5,3557.1,Illinois,Corporate,5,2,5,525,12,Potential Loyalists,711.42,4802.08
CUST_01673,51,7,770.74,Florida,Corporate,3,4,1,341,8,Loyal Customers,110.11,1040.5
CUST_01674,359,9,2822.19,Colorado,Corporate,1,5,4,154,10,Can't Lose Them,313.58,3809.96
CUST_01675,58,5,267.66,Florida,Corporate,3,2,1,321,6,Promising,53.53,361.34
CUST_01676,323,3,648.49,Pennsylvania,Consumer,1,1,1,111,3,Lost Customers,216.16,875.46
CUST_01677,30,6,1648.48,California,Consumer,4,3,3,433,10,Loyal Customers,274.75,2225.45
CUST_01678,49,6,3944.78,Massachusetts,Consumer,3,3,5,335,11,Loyal Customers,657.46,5325.45
CUST_01679,198,8,2230.33,New York,Consumer,2,4,4,244,10,At Risk,278.79,3010.95
CUST_01680,261,8,2748.88,New York,Consumer,1,4,4,144,9,Can't Lose Them,343.61,3710.99
CUST_01681,37,6,2249.75,Texas,Consumer,4,3,4,434,11,Loyal Customers,374.96,3037.16
CUST_01682,114,9,2121.61,Massachusetts,Small Business,2,5,3,253,10,At Risk,235.73,2864.17
CUST_01683,64,8,3834.96,Pennsylvania,Consumer,3,4,5,345,12,Loyal Customers,479.37,5177.2
CUST_01684,26,3,511.62,Florida,Corporate,4,1,1,411,6,Potential Loyalists,170.54,690.69
CUST_01685,57,8,2345.54,Pennsylvania,Consumer,3,4,4,344,11,Loyal Customers,293.19,3166.48
CUST_01686,83,5,2266.4,Pennsylvania,Corporate,3,2,4,324,9,Promising,453.28,3059.64
CUST_01687,20,8,1834.72,Colorado,Small Business,5,4,3,543,12,Champions,229.34,2476.87
CUST_01688,34,6,2373.05,Pennsylvania,Consumer,4,3,4,434,11,Loyal Customers,395.51,3203.62
CUST_01689,14,7,2416.67,California,Consumer,5,4,4,544,13,Champions,345.24,3262.5
CUST_01690,23,5,926.53,Pennsylvania,Corporate,4,2,1,421,7,Potential Loyalists,185.31,1250.82
CUST_01691,62,5,3609.9900000000002,Massachusetts,Consumer,3,2,5,325,10,Promising,722.0,4873.49
CUST_01692,124,5,804.49,Florida,Consumer,2,2,1,221,5,Customers Needing Attention,160.9,1086.06
CUST_01693,213,5,1579.28,California,Consumer,2,2,2,222,6,Customers Needing Attention,315.86,2132.03
CUST_01694,787,3,767.85,Colorado,Consumer,1,1,1,111,3,Lost Customers,255.95,1036.6
CUST_01695,140,4,2443.83,Pennsylvania,Consumer,2,1,4,214,7,Customers Needing Attention,610.96,3299.17
CUST_01696,50,4,1137.05,Illinois,Consumer,3,1,2,312,6,Promising,284.26,1535.02
CUST_01697,210,5,1909.21,California,Consumer,2,2,3,223,7,Customers Needing Attention,381.84,2577.43
CUST_01698,182,2,736.76,Colorado,Consumer,2,1,1,211,4,Customers Needing Attention,368.38,994.63
CUST_01699,326,5,3803.21,Colorado,Small Business,1,2,5,125,8,Hibernating,760.64,5134.33
CUST_01700,149,4,720.0899999999999,Ohio,Consumer,2,1,1,211,4,Customers Needing Attention,180.02,972.12
CUST_01701,32,8,1955.13,Pennsylvania,Small Business,4,4,3,443,11,Champions,244.39,2639.43
CUST_01702,438,2,1099.67,Massachusetts,Consumer,1,1,2,112,4,Lost Customers,549.84,1484.55
CUST_01703,34,6,819.94,Pennsylvania,Consumer,4,3,1,431,8,Loyal Customers,136.66,1106.92
CUST_01704,131,5,3494.8999999999996,Pennsylvania,Consumer,2,2,5,225,9,Customers Needing Attention,698.98,4718.12
CUST_01705,229,6,1021.94,North Carolina,Consumer,1,3,1,131,5,Hibernating,170.32,1379.62
CUST_01706,8,10,1767.79,Pennsylvania,Consumer,5,5,3,553,13,Champions,176.78,2386.52
CUST_01707,180,8,2145.41,Washington,Consumer,2,4,3,243,9,At Risk,268.18,2896.3
CUST_01708,174,4,834.25,California,Consumer,2,1,1,211,4,Customers Needing Attention,208.56,1126.24
CUST_01709,228,4,853.96,Washington,Consumer,1,1,1,111,3,Lost Customers,213.49,1152.85
CUST_01710,5,6,4781.38,Illinois,Consumer,5,3,5,535,13,Loyal Customers,796.9,6454.86
CUST_01711,411,3,1657.94,Washington,Consumer,1,1,3,113,5,Lost Customers,552.65,2238.22
CUST_01712,90,7,1225.09,California,Consumer,3,4,2,342,9,Loyal Customers,175.01,1653.87
CUST_01713,12,6,1540.68,Texas,Corporate,5,3,2,532,10,Loyal Customers,256.78,2079.92
CUST_01714,360,3,1464.09,California,Consumer,1,1,2,112,4,Lost Customers,488.03,1976.52
CUST_01715,18,7,3126.2000000000003,New York,Consumer,5,4,5,545,14,Champions,446.6,4220.37
CUST_01716,165,7,1787.25,Ohio,Small Business,2,4,3,243,9,At Risk,255.32,2412.79
CUST_01717,233,4,914.55,Georgia,Consumer,1,1,1,111,3,Lost Customers,228.64,1234.64
CUST_01718,98,5,3169.94,Florida,Consumer,2,2,5,225,9,Customers Needing Attention,633.99,4279.42
CUST_01719,256,4,1595.89,California,Small Business,1,1,2,112,4,Lost Customers,398.97,2154.45
CUST_01720,350,7,2519.15,Massachusetts,Consumer,1,4,4,144,9,Can't Lose Them,359.88,3400.85
CUST_01721,307,6,1064.93,Pennsylvania,Consumer,1,3,2,132,6,Hibernating,177.49,1437.66
CUST_01722,34,2,229.51,Pennsylvania,Consumer,4,1,1,411,6,Potential Loyalists,114.76,309.84
CUST_01723,2,11,2174.35,Florida,Consumer,5,5,3,553,13,Champions,197.67,2935.37
CUST_01724,444,5,1127.43,Pennsylvania,Consumer,1,2,2,122,5,Hibernating,225.49,1522.03
CUST_01725,2,12,4062.22,Texas,Consumer,5,5,5,555,15,Champions,338.52,5484.0
CUST_01726,61,8,2383.28,Florida,Consumer,3,4,4,344,11,Loyal Customers,297.91,3217.43
CUST_01727,75,5,1849.5699999999997,California,Consumer,3,2,3,323,8,Promising,369.91,2496.92
CUST_01728,394,3,1754.2,Illinois,Small Business,1,1,3,113,5,Lost Customers,584.73,2368.17
CUST_01729,69,6,2185.2599999999998,North Carolina,Corporate,3,3,3,333,9,Loyal Customers,364.21,2950.1
CUST_01730,243,7,1158.95,Washington,Consumer,1,4,2,142,7,Can't Lose Them,165.56,1564.58
CUST_01731,162,7,2626.0,Florida,Consumer,2,4,4,244,10,At Risk,375.14,3545.1
CUST_01732,6,8,3313.02,Texas,Consumer,5,4,5,545,14,Champions,414.13,4472.58
CUST_01733,56,9,3054.78,North Carolina,Consumer,3,5,4,354,12,Loyal Customers,339.42,4123.95
CUST_01734,37,10,2679.56,California,Consumer,4,5,4,454,13,Champions,267.96,3617.41
CUST_01735,59,4,1228.8500000000001,Pennsylvania,Consumer,3,1,2,312,6,Promising,307.21,1658.95
CUST_01736,105,3,768.7,Ohio,Corporate,2,1,1,211,4,Customers Needing Attention,256.23,1037.75
CUST_01737,24,8,3243.7200000000003,California,Consumer,4,4,5,445,13,Champions,405.46,4379.02
CUST_01738,234,7,6169.33,Colorado,Consumer,1,4,5,145,10,Can't Lose Them,881.33,8328.6
CUST_01739,19,7,1107.59,Florida,Consumer,5,4,2,542,11,Champions,158.23,1495.25
CUST_01740,93,8,2257.04,California,Consumer,2,4,4,244,10,At Risk,282.13,3047.0
CUST_01741,605,3,1828.73,Florida,Corporate,1,1,3,113,5,Lost Customers,609.58,2468.79
CUST_01742,95,5,2012.2,Texas,Corporate,2,2,3,223,7,Customers Needing Attention,402.44,2716.47
CUST_01743,39,6,1172.28,New York,Corporate,4,3,2,432,9,Loyal Customers,195.38,1582.58
CUST_01744,76,4,885.4699999999999,Florida,Consumer,3,1,1,311,5,Promising,221.37,1195.38
CUST_01745,58,7,4070.43,Georgia,Consumer,3,4,5,345,12,Loyal Customers,581.49,5495.08
CUST_01746,203,5,1652.27,Texas,Consumer,2,2,3,223,7,Customers Needing Attention,330.45,2230.56
CUST_01747,37,7,4210.6,Florida,Consumer,4,4,5,445,13,Champions,601.51,5684.31
CUST_01748,597,3,1181.98,California,Consumer,1,1,2,112,4,Lost Customers,393.99,1595.67
CUST_01749,217,3,1067.56,California,Corporate,1,1,2,112,4,Lost Customers,355.85,1441.21
CUST_01750,59,7,2344.4500000000003,California,Consumer,3,4,4,344,11,Loyal Customers,334.92,3165.01
CUST_01751,52,6,1367.59,Massachusetts,Consumer,3,3,2,332,8,Loyal Customers,227.93,1846.25
CUST_01752,18,7,2430.9700000000003,North Carolina,Consumer,5,4,4,544,13,Champions,347.28,3281.81
CUST_01753,44,7,1987.6,North Carolina,Consumer,3,4,3,343,10,Loyal Customers,283.94,2683.26
CUST_01754,7,11,3233.24,Texas,Consumer,5,5,5,555,15,Champions,293.93,4364.87
CUST_01755,269,5,1189.01,Illinois,Small Business,1,2,2,122,5,Hibernating,237.8,1605.16
CUST_01756,9,8,3860.0699999999997,Georgia,Corporate,5,4,5,545,14,Champions,482.51,5211.09
CUST_01757,40,4,1395.91,Texas,Small Business,4,1,2,412,7,Potential Loyalists,348.98,1884.48
CUST_01758,835,1,275.28,Georgia,Consumer,1,1,1,111,3,Lost Customers,275.28,371.63
CUST_01759,35,6,1684.31,Pennsylvania,Consumer,4,3,3,433,10,Loyal Customers,280.72,2273.82
CUST_01760,204,6,2490.1,Illinois,Consumer,2,3,4,234,9,At Risk,415.02,3361.64
CUST_01761,111,7,2543.9900000000002,Texas,Consumer,2,4,4,244,10,At Risk,363.43,3434.39
CUST_01762,15,7,3605.93,Pennsylvania,Corporate,5,4,5,545,14,Champions,515.13,4868.01
CUST_01763,180,6,1473.18,California,Consumer,2,3,2,232,7,At Risk,245.53,1988.79
CUST_01764,306,4,540.9,Florida,Consumer,1,1,1,111,3,Lost Customers,135.22,730.22
CUST_01765,42,2,1105.51,Washington,Consumer,4,1,2,412,7,Potential Loyalists,552.76,1492.44
CUST_01766,76,8,2497.1800000000003,Texas,Consumer,3,4,4,344,11,Loyal Customers,312.15,3371.19
CUST_01767,521,3,938.51,Massachusetts,Corporate,1,1,1,111,3,Lost Customers,312.84,1266.99
CUST_01768,382,2,248.45,Texas,Consumer,1,1,1,111,3,Lost Customers,124.22,335.41
CUST_01769,199,5,1583.97,Colorado,Consumer,2,2,2,222,6,Customers Needing Attention,316.79,2138.36
CUST_01770,97,8,3806.61,California,Consumer,2,4,5,245,11,At Risk,475.83,5138.92
CUST_01771,20,4,1007.68,Pennsylvania,Consumer,5,1,1,511,7,Potential Loyalists,251.92,1360.37
CUST_01772,107,12,3985.0099999999998,New York,Corporate,2,5,5,255,12,At Risk,332.08,5379.76
CUST_01773,17,10,3722.6099999999997,California,Corporate,5,5,5,555,15,Champions,372.26,5025.52
CUST_01774,248,2,1486.9,Ohio,Small Business,1,1,2,112,4,Lost Customers,743.45,2007.32
CUST_01775,5,8,4654.3,California,Corporate,5,4,5,545,14,Champions,581.79,6283.3
CUST_01776,29,8,1758.94,New York,Consumer,4,4,3,443,11,Champions,219.87,2374.57
CUST_01777,34,7,1775.03,Florida,Consumer,4,4,3,443,11,Champions,253.58,2396.29
CUST_01778,74,6,4175.3,New York,Consumer,3,3,5,335,11,Loyal Customers,695.88,5636.66
CUST_01779,184,9,5762.79,New York,Consumer,2,5,5,255,12,At Risk,640.31,7779.77
CUST_01780,283,3,1045.45,Colorado,Corporate,1,1,2,112,4,Lost Customers,348.48,1411.36
CUST_01781,30,7,3795.75,Texas,Consumer,4,4,5,445,13,Champions,542.25,5124.26
CUST_01782,39,3,905.72,Florida,Small Business,4,1,1,411,6,Potential Loyalists,301.91,1222.72
CUST_01783,9,6,1821.08,Washington,Consumer,5,3,3,533,11,Loyal Customers,303.51,2458.46
CUST_01784,46,10,4853.87,Texas,Consumer,3,5,5,355,13,Loyal Customers,485.39,6552.72
CUST_01785,155,4,1196.6100000000001,Texas,Consumer,2,1,2,212,5,Customers Needing Attention,299.15,1615.42
CUST_01786,140,4,1428.1,Florida,Corporate,2,1,2,212,5,Customers Needing Attention,357.02,1927.94
CUST_01787,251,5,912.53,Massachusetts,Consumer,1,2,1,121,4,Hibernating,182.51,1231.92
CUST_01788,51,8,4373.75,Florida,Consumer,3,4,5,345,12,Loyal Customers,546.72,5904.56
CUST_01789,12,3,320.53,Texas,Consumer,5,1,1,511,7,Potential Loyalists,106.84,432.72
CUST_01790,214,5,1951.51,North Carolina,Consumer,1,2,3,123,6,Hibernating,390.3,2634.54
CUST_01791,39,4,1634.65,New York,Consumer,4,1,3,413,8,Potential Loyalists,408.66,2206.78
CUST_01792,28,4,1687.0,Florida,Corporate,4,1,3,413,8,Potential Loyalists,421.75,2277.45
CUST_01793,58,7,1005.04,New York,Consumer,3,4,1,341,8,Loyal Customers,143.58,1356.8
CUST_01794,56,4,1497.2,Texas,Consumer,3,1,2,312,6,Promising,374.3,2021.22
CUST_01795,103,4,2117.62,Texas,Consumer,2,1,3,213,6,Customers Needing Attention,529.4,2858.79
CUST_01796,31,2,1982.9399999999998,Florida,Consumer,4,1,3,413,8,Potential Loyalists,991.47,2676.97
CUST_01797,62,10,3967.98,Colorado,Corporate,3,5,5,355,13,Loyal Customers,396.8,5356.77
CUST_01798,172,6,1586.15,Colorado,Consumer,2,3,2,232,7,At Risk,264.36,2141.3
